species,CXD_0801_FDSW210423161-1r,CXD_0802_FDSW210423162-1r,CXD_0803_FDSW210423163-1r,CXD_0804_FDSW210423164-1r,CXD_0805_FDSW210423165-1r,CXD_0807_FDSW210423167-1r,CXD_1001_FDSW210423173-1r,CXD_1003_FDSW210423175-1r,CXD_1004_FDSW210423176-1r,CXD_1007_FDSW210423179-1r,CXD_1009_FDSW210423181-1r,CXD_1015_FDSW210423187-1r,CXD_1201_FDSW210423188-1r,CXD_1202_FDSW210423189-1r,CXD_1203_FDSW210423190-1r,CXD_1213_FDSW210423200-1r,CXD_1214_FDSW210423201-1r,CXD_1215_FDSW210423202-1r,CXD_0204_FDSW210423206-1r,CXD_0209_FDSW210423211-1r,CXD_0210_FDSW210423212-1r,CXD_0213_FDSW210423215-1r,CXD_0214_FDSW210423216-1r,CXD_0215_FDSW210423217-1r,CXD_1401_FDSW210423218-1r,CXD_1402_FDSW210423219-1r,CXD_1408_FDSW210423225-1r,CXD_1412_FDSW210423229-1r,CXD_1414_FDSW210423231-1r,CXD_1415_FDSW210423232-1r,CXD_1604_FDSW210423236-1r,CXD_1609_FDSW210423241-1r,CXD_1610_FDSW210423242-1r,CXD_1611_FDSW210423243-1r,CXD_1612_FDSW210423244-1r,CXD_1613_FDSW210423245-1r
[Candida] intermedia,0,0,0,0,2.724196495,0,0,0,0,0,0,0,0,8.848573486,0,12.66672699,2.87925658,15.88429105,17.52486735,4.307114041,3.009492319,105.4164808,43.00570406,58.9155716,16.74024077,3.040296323,3.050803651,0,7.989953957,0,0,0,0,0,0,0
[Candida] subhashii,20.33999866,13.7831617,67.18260996,3.701183397,2.724196495,44.9142485,2.998863283,4.399965516,0,77.37237243,13.01514373,7.956641982,8.935761554,11.79809798,18.62649231,2.533345398,7.198141449,7.220132297,2.920811225,20.09986552,3.009492319,15.05949725,0,2.740259144,9.131040421,0,15.25401825,5.650686992,0,2.575286381,5.343979725,39.87318741,0,2.67977046,0,0
Abrostola tripartita,337.0628349,548.5698356,187.8370932,412.0650849,174.3485757,175.3104538,290.8897385,580.7954481,292.0090989,265.6938072,281.9947808,319.5917863,571.8887394,457.1762968,478.0799693,317.9348474,303.7615691,303.2455565,319.8288291,234.0198629,407.7862093,460.820616,459.1899369,406.9284829,210.0139297,241.7035577,355.4186253,276.8836626,225.0503698,251.0904221,296.5908747,342.1376726,160.3502222,249.2186528,228.9650625,219.5685448
Abrostola triplasia,540.4628214,927.6067823,418.1774702,719.2633068,854.0356013,556.3571427,1294.009507,1550.987844,749.6772059,705.1104884,915.3984422,1542.262438,3389.632216,2259.335763,2528.546331,1226.139173,1323.018398,1292.403681,1850.333911,954.7436123,1039.779596,1194.218132,948.9000508,1081.032232,1884.038007,1023.059713,1267.608917,1196.53297,1154.548347,1125.400148,1102.195818,1071.431133,701.8838673,731.5773357,550.6064599,642.6039412
Acanthaster planci,29.05714094,30.32295574,17.82395774,45.64792856,38.13875093,69.54464284,46.48238089,70.39944826,74.40616463,42.33582643,120.0285477,205.5465845,56.59315651,73.73811238,38.80519231,149.4673785,148.2817138,108.3019845,58.4162245,109.1135557,105.3322312,79.81533545,72.13860035,93.1688109,13.69656063,4.560444484,106.7781278,125.7277856,210.4021209,204.7352673,17.36793411,124.7644896,43.60400779,103.1711627,62.69281474,80.50846643
Acanthisitta chloris,8.717142281,5.513264679,10.96858938,0,2.724196495,11.59077381,19.49261134,8.799931032,2.807779797,8.759136502,14.46127081,18.56549796,11.91434874,28.0204827,12.41766154,7.600036193,11.51702632,5.776105838,7.302028062,8.614228081,4.514238479,12.0475978,4.161842328,8.220777433,18.26208084,4.560444484,19.83022373,11.30137398,14.64824892,29.61579338,13.35994931,10.28985482,42.19742689,41.53644214,27.25774554,40.98612837
Acanthochromis polyacanthus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.104415385,15.20007239,8.637769739,11.55221168,17.52486735,21.5355702,33.10441551,61.74393874,47.16754639,20.55194358,48.69888225,86.64844521,42.71125111,0,0,0,0,0,0,0,0,0
Acanthopagrus latus,209.2114147,45.4844336,91.86193607,243.0443764,256.0744706,144.8846726,56.97840238,168.298681,87.04117372,576.643153,98.33664151,123.3279507,105.7398451,171.0724207,116.4155769,339.4682833,302.3219409,164.6190164,71.55987501,162.2346289,222.7024316,155.1128217,219.1903626,97.27919962,336.3266555,60.80592646,73.21928761,46.61816768,59.92465468,46.35515486,49.43181246,227.6630378,11.25264717,18.75839322,21.80619643,19.02927388
Accipiter gentilis,369.0256899,289.4463957,340.0262708,340.5088725,314.6446952,297.0135788,673.2448071,823.8935429,430.9941989,562.0445922,600.1427386,542.3777618,768.4754936,771.3006555,1091.202008,798.0038003,692.4612074,633.9276157,753.569296,391.9473777,660.5835641,921.641232,574.3342413,923.4673316,353.0668963,436.2825224,1136.42436,341.866563,347.5629971,354.1018774,419.5024084,340.8514408,454.3256295,557.3922558,418.406394,635.2849897
Acentria ephemerella,36.32142617,30.32295574,37.01898916,65.38757335,72.19120713,46.36309523,95.96362506,152.8988017,49.13614645,39.41611426,46.27606659,137.9151277,87.86832194,75.21287463,97.78908462,296.4014115,299.4426843,99.6378257,89.08474236,51.68536849,275.3685472,91.86293325,180.3465009,69.87660818,74.57016344,60.80592646,51.86366206,43.79282419,46.60806475,50.21808443,44.08783273,60.45289704,52.04349316,37.51678645,42.24950559,26.34822538
Acipenser ruthenus,246.985698,401.0900054,115.1701885,414.5325405,153.917102,249.2016369,109.4585098,129.7989827,155.8317788,254.0149586,212.5806809,212.1771195,202.5439285,240.3862464,707.8067077,252.0678671,267.7708619,268.5889215,219.0608419,265.6053658,151.9793621,195.7734643,173.410097,179.4869739,362.1979367,203.6998536,300.5041596,245.8048841,359.5479281,385.005314,316.6307987,176.2137637,298.19515,263.9573904,282.1176663,292.7580598
Acleris emargana,135.1157054,212.2606902,194.6924615,203.5650868,205.6768354,197.0431547,583.2789086,452.0964568,324.2985666,312.4092019,520.6057491,582.1609717,1212.284984,527.9648846,377.1864693,559.8693329,475.0773356,540.0658958,424.9780332,350.311942,648.5455948,319.2613418,384.276775,759.0517829,246.5380914,560.9346716,276.0977304,336.215876,532.6635972,355.3895206,451.5662868,299.6920215,215.2068771,229.1203744,228.9650625,262.0184635
Acleris literana,566.6142483,279.7981825,804.8202458,442.9082799,117.1404493,1153.281994,238.409631,265.0979223,221.814604,1486.133493,299.3483058,161.7850536,479.5525367,395.2362824,687.6280077,962.6712512,669.4271548,272.9210008,403.071949,443.6327462,762.906303,668.6416781,536.8776603,712.4673775,630.0417891,799.5979329,558.297068,223.2021362,226.3820288,314.1849385,207.0792144,634.112303,213.8002962,259.9377347,260.3114699,281.0477374
Acleris sparsana,524.4813939,464.4925492,353.7370075,426.8698185,584.3401482,398.4328496,674.7442387,486.1961895,391.6852817,489.051788,488.7909534,319.5917863,942.7228439,547.1367939,599.1521693,361.0017192,532.6624672,509.7413402,712.6779389,554.1820066,511.6136943,548.1657001,500.8083601,579.564809,331.7611353,208.2602981,302.0295614,241.5668689,307.6132274,231.7757743,313.9588089,277.82608,188.4818401,175.5249652,231.6908371,259.0908829
Acomys percivali,26.15142684,60.64591147,13.71073673,78.95857914,21.79357196,56.50502231,44.98294925,29.69976723,50.54003635,36.49640209,40.49155827,43.7615309,41.70022058,106.1828818,54.32726923,59.53361685,59.02475988,34.65663503,86.16393113,44.50684509,58.68510023,76.803436,33.29473862,47.95453502,19.78392091,54.72533381,57.96526936,48.03083943,34.62313382,56.65630038,52.10380232,68.17028816,40.79084599,26.7977046,34.07218193,40.98612837
Acomys russatus,5205.586799,2527.831856,1324.457168,2019.612407,1126.455251,1190.952009,1715.349798,1072.491595,1051.513534,1324.089468,1534.340833,885.839474,1666.51953,1448.216527,2418.339585,1086.805176,1302.863602,1162.4413,1231.121931,1671.160248,958.5233037,933.6888298,822.6575002,1213.934801,1955.56449,1892.584461,1655.06098,522.6885467,649.8495885,840.8310034,1687.361598,1768.568796,437.4466587,466.2800601,460.6558996,399.6147516
Acrobasis suavella,187.418559,93.72549955,60.3272416,118.4378687,118.5025475,79.68656992,251.9045158,100.0992155,70.19449493,102.1899259,125.813056,132.6106997,190.6295798,144.5267003,102.4457077,100.0671432,112.2910066,112.6340638,538.889671,403.4330151,276.8732934,978.8673215,1018.26409,1287.921798,117.1816854,71.44696359,137.2861643,132.7911443,113.1910144,151.9418965,50.76780739,77.17391112,127.9988616,136.6682935,104.9423203,125.8859657
Acrocephalus scirpaceus,187.418559,241.2053297,112.4280412,271.4201158,253.3502741,192.6966145,193.4266818,190.2985086,190.9290262,248.1755342,309.4711953,221.4598685,221.9047452,227.1133861,291.8150462,292.6013934,338.3126481,226.7121541,493.617097,255.5554331,520.6421712,811.706902,514.6811679,905.6556472,319.5864147,209.7804463,535.4160407,234.5035102,211.7337799,262.6792109,249.8310522,235.3804289,253.1845613,257.2579642,208.5217534,311.7873336
Acronicta aceris,281.8542671,140.5882493,560.7691321,224.5384594,185.2453617,279.6274181,364.3618889,380.5970171,221.814604,407.2998473,381.7775494,208.1987985,632.9497767,365.7410374,482.7365923,362.2683919,381.5014968,226.7121541,299.3831505,271.3481846,255.8068471,314.7434926,377.3403711,290.4674693,637.6509894,408.9198554,228.8102738,156.806564,259.6735036,159.6677556,368.734601,277.82608,213.8002962,202.3226698,203.0702043,172.7272553
Acronicta leporina,180.1542738,173.6678374,178.2395774,134.4763301,175.7106739,178.2081473,173.9340704,233.1981723,131.9656505,252.5551025,245.8416038,335.5050703,288.9229569,172.547183,260.7708923,371.1351008,346.9504178,298.9134771,254.1105766,295.7551641,349.101109,501.4812586,446.7044099,469.9544432,311.9772144,155.0551125,227.284872,394.1354177,456.7590346,504.7561307,109.5515844,223.8043422,767.9931694,667.2628447,571.0497691,496.2249113
Acronicta psi,209.2114147,97.86044806,63.06938894,98.69822392,74.91540362,86.93080355,344.8692776,230.9981896,129.1578707,119.7081989,124.366929,193.6116216,358.9197557,275.7805403,322.8592,300.2014296,256.2538356,192.0555191,271.6354439,193.8201318,249.7878625,254.5055036,202.5429933,324.7207086,261.7564921,209.7804463,256.2675066,108.7757246,158.4674202,193.1464786,173.6793411,60.45289704,175.822612,127.2890969,156.7320369,155.1617717
Actinia tenebrosa,20.33999866,34.45790425,23.30825243,17.27218919,32.69035794,10.14192708,80.96930865,35.19972413,49.13614645,35.03654601,57.84508324,62.32702886,64.03962447,51.61667867,41.90960769,55.73359875,33.11145067,75.08937589,67.17865817,27.27838892,43.63763863,43.67254204,51.32938871,49.3246646,60.87360281,25.84251875,47.28745658,39.55480894,33.29147482,57.94394357,40.07984794,30.86956445,39.3842651,42.87632737,25.89485826,21.95685448
Adalia bipunctata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07428462,0,0,0,29.20811225,5.742818721,45.14238479,48.19039121,45.78026561,24.6623323,76.09200351,80.56785256,96.10031499,8.476030487,0,2.575286381,0,2.572463704,0,2.67977046,0,0
Adineta vaga,21.7928557,50.99769828,4.113221018,37.01183397,57.2081264,95.62388391,92.96476178,31.89974999,57.55948585,49.63510684,41.93768535,84.87084781,142.9721849,66.36430114,43.46181539,27.86679938,63.34364475,66.42521713,146.0405612,47.37825445,15.0474616,64.75583819,81.84956579,73.98699689,27.39312126,54.72533381,51.86366206,19.77740447,79.89953957,37.34165252,36.07186314,21.86594148,32.35136061,30.8173603,32.70929465,57.08782165
Aedes aegypti,0,0,0,0,0,11.59077381,0,5.499956895,0,0,47.72219367,0,0,0,0,0,2.87925658,0,0,0,0,0,0,0,0,0,0,24.01541971,2.663317986,1.28764319,0,0,0,0,690.9838495,0
Agaricus bisporus,34.86856912,46.86274977,10.96858938,28.37573938,27.24196495,8.693080355,8.99658985,27.49978447,25.27001818,5.839424335,17.35352497,23.86992595,35.74304621,17.69714697,31.04415385,63.33363495,103.6532369,33.21260857,137.2781276,180.8987897,108.3417235,335.8267888,303.81449,247.9934525,381.9818576,474.2862264,164.7433971,14.12671748,1.331658993,7.725859143,8.015969588,20.57970963,11.25264717,13.3988523,10.90309822,8.782741793
Agonopterix arenella,85.71856576,12.40484553,76.78012567,34.54437837,46.31134042,43.46540178,28.48920119,6.599948274,7.019449493,40.87597034,208.2422997,57.02260087,17.87152311,11.79809798,31.04415385,84.86707083,70.5417862,18.77234397,26.28730102,1092.571262,30.09492319,3.011899451,16.64736931,5.480518288,19.78392091,9.120888969,21.35562555,5.650686992,7.989953957,7.725859143,12.02395438,36.01449186,0,2.67977046,0,5.855161195
Agonopterix subpropinquella,1294.495629,1226.701391,230.340377,952.4378609,855.3976995,223.1223958,1261.022011,1832.585637,498.380914,287.5916485,1094.7182,1413.630059,2157.986415,1395.125086,1199.856546,910.7376705,1661.331046,1264.967178,1635.654286,282.833822,782.468003,912.6055336,948.9000508,1515.363307,875.0580404,373.9564477,366.0964381,257.1062581,419.4725828,390.1558867,311.286819,165.9239089,201.1410682,172.8451947,159.4578114,221.0323351
Agriopis aurantiaria,168.5314174,277.0415501,101.4594518,245.511832,226.1083091,81.13541665,133.4494161,169.3986724,174.0823474,191.241147,164.8584872,299.7001813,189.1402862,169.5976585,223.5179077,305.2681204,351.2693027,228.1561806,211.7588138,221.0985207,203.1407316,356.9100849,321.84914,457.6232771,223.7104903,223.4617797,201.3530409,505.7364858,338.2413842,469.9897645,285.9029153,217.373183,279.9095984,301.4741768,546.5177981,329.3528172
Agriopis marginaria,92.982851,248.0969106,94.60408341,130.7751467,95.34687734,104.3169643,130.4505528,109.9991379,137.5812101,72.99280418,218.3651892,205.5465845,141.4828913,122.4052666,97.78908462,248.267849,152.6005987,183.3913603,188.392324,447.9398602,245.273624,91.86293325,101.2714967,141.1233459,70.00464323,79.0477044,170.8450044,149.7432053,227.7136878,202.1599809,88.17566547,277.82608,168.7897076,192.9434732,110.3938694,206.3944321
Agriphila geniculea,999.5656482,773.2353713,692.3922047,979.5798724,1014.763194,609.9644716,1142.566911,863.4932325,1100.649681,703.6506323,1700.645447,1119.234306,1024.633991,1316.962687,1566.177562,841.0706721,912.7243357,1348.720713,1356.716814,654.6813342,899.8382035,1493.902128,1326.240422,1598.941211,1412.267585,421.0810407,982.3587755,644.178317,548.6435051,329.6366568,379.4225605,508.0615815,251.7779804,253.2383085,197.6186552,206.3944321
Agriphila tristella,325.4399785,169.5328889,218.0007139,207.2662702,227.4704074,223.1223958,235.4107677,255.1979999,279.3740898,194.1608591,232.82646,212.1771195,367.8555173,274.3057781,201.787,345.8016468,303.7615691,180.5033074,334.4328852,271.3481846,246.7783702,545.1538006,575.7215221,586.4154569,193.2736889,115.5312603,314.232776,189.2980142,219.7237338,234.3510607,287.2389102,194.2210096,208.1739727,225.1007187,237.1423862,231.2788672
Agrochola circellaris,65.37856711,35.83622042,272.8436609,17.27218919,20.43147371,73.89118302,148.4437325,294.7976896,53.34781615,58.39424335,23.1380333,11.93496297,437.8523161,302.3262608,465.6623077,176.0675051,135.3250592,241.1524187,192.7735408,348.8762373,88.78002342,403.5945264,283.0052783,348.0129113,216.10129,515.3302267,1497.944592,45.20549593,26.63317986,11.58878871,240.4790876,39.87318741,4.219742689,5.359540921,2.725774554,11.71032239
Agrochola macilenta,209.2114147,252.2318591,213.8874929,183.8254421,156.6412985,254.9970238,242.9079259,255.1979999,136.1773202,354.7450283,254.5183662,364.6794242,321.6874159,196.1433789,585.1823,440.8020992,318.157852,199.2756514,391.3887041,305.8050969,463.4618172,478.8920127,499.4210794,428.8505561,780.703956,681.0263764,433.2141184,175.1712967,300.9549324,260.1039245,391.4465149,196.7934734,194.1081637,198.3030141,155.3691496,175.6548359
Agrotis puta,46.4914255,133.6966685,34.27684182,98.69822392,65.38071589,94.17503718,115.4562364,69.29945688,88.44506362,59.85409943,111.3517852,169.7416956,74.46467961,110.6071686,86.92363077,182.4008686,227.4612698,166.0630428,273.0958495,166.5417429,145.9603775,447.2670685,582.6579259,541.201181,1547.711351,7675.228067,149.4893789,204.8374034,179.773964,306.4590793,1902.456782,109.3297074,153.3173177,135.3284083,109.0309822,150.7704008
Ailanthus altissimus,1368.591338,1014.440701,692.3922047,829.0650809,242.4534881,381.0466889,370.3596155,288.1977413,193.736806,378.1027257,329.7169745,167.0894816,263.6049658,265.4572046,769.8950154,210.267668,299.4426843,219.4920218,268.7146327,348.8762373,427.3479093,234.9281572,227.5140473,304.168765,899.4074815,504.6891896,305.0803651,103.1250376,162.4623971,256.2409949,526.3820029,348.5688319,94.24092005,124.6093264,73.59591296,124.4221754
Alitta virens,88.62427986,118.5351906,76.78012567,55.51775096,235.6429968,126.0496652,208.4209982,316.7975171,168.4667878,125.5476232,128.7053102,173.7200166,165.3115887,243.3357709,158.3251846,229.2677585,251.9349507,196.3875985,154.8029949,129.2134212,303.9587243,558.7073481,495.259237,209.6298245,48.69888225,86.64844521,237.9626847,2102.055561,43962.05833,21703.22598,93.51964519,222.5181104,277.0964366,416.7043066,354.350692,146.3790299
Allacma fusca,0,13.7831617,0,0,2.724196495,2.897693452,0,0,0,11.67884867,131.5975644,2.652213994,0,0,17.07428462,3.800018097,8.637769739,2.888052919,0,21.5355702,0,0,0,0,0,0,12.2032146,0,0,0,0,14.14855037,0,0,0,0
Allantophomopsis cytisporea,23.24571275,49.61938211,5.484294691,39.47928957,12.25888423,47.81194195,56.97840238,26.3997931,44.92447676,36.49640209,36.15317702,41.10931691,84.88973476,30.9700072,34.14856923,40.53352637,47.50773356,60.6491113,52.57460205,20.09986552,39.12340015,34.63684369,33.29473862,19.18181401,38.04600176,18.24177794,74.74468944,36.72946545,29.29649784,19.31464786,26.71989863,36.01449186,14.06580896,30.8173603,27.25774554,20.49306418
Alligator mississippiensis,0,0,0,0,0,0,0,10.99991379,0,26.27740951,18.79965205,0,2.978587185,0,0,5.066690796,0,0,2.920811225,0,0,6.023798902,58.26579259,0,4.565520211,168.7364459,334.0629997,0,0,0,64.1277567,0,0,0,13.62887277,0
Allogromiina sp.,5.811428187,0,2.742147345,0,6.810491238,11.59077381,8.99658985,282.6977844,14.03889899,29.19712167,102.6750227,84.87084781,20.85011029,50.14191642,378.7386769,0,7.198141449,77.97742881,13.14365051,1.43570468,12.03796928,7.529748627,12.48552698,8.220777433,0,0,67.11768031,26.84076321,13.31658993,0,0,6.43115926,7.032904482,16.07862276,9.540210939,27.81201568
Allophyes oxyacanthae,812.1470892,379.0369467,488.1022275,563.8136042,335.0761689,359.313988,368.8601838,300.2976465,224.6223838,483.2123637,416.4845993,340.8094982,482.5311239,383.4381844,670.5537231,580.1360961,545.6191218,374.002853,833.8916047,706.3667027,576.3177792,853.8734943,968.3219817,778.2335969,1543.145831,1359.012456,835.9202002,185.059999,263.6684806,243.364563,503.6700891,200.6521689,215.2068771,231.8001448,220.7877389,163.9445135
Alloplasta piceator,15.98142751,37.21453659,16.45288407,17.27218919,43.58714392,15.93731398,53.9795391,135.2989396,28.07779797,94.89064544,76.64473529,30.50046093,218.9261581,131.25384,131.9376539,40.53352637,71.98141449,28.88052919,122.6740714,63.17100593,37.61865399,96.38078243,152.6008854,34.2532393,115.6598453,542.6928937,768.8025199,149.7432053,111.8593554,59.23158676,284.5669204,27.01086889,39.3842651,17.41850799,36.79795648,24.88443508
Alsophila aescularia,377.7428322,908.3103559,446.9700173,664.9792837,561.184478,440.4494047,466.3232405,562.0955947,666.8477019,454.015242,1194.500969,1242.562256,628.4818959,718.2092146,732.6420308,1722.674871,983.2661219,581.9426632,977.0113547,1412.733405,1119.531143,683.7011754,668.669334,1152.27897,333.2829754,442.363115,756.5993053,728.9386219,952.1361799,764.8600552,570.4698357,625.1086801,399.4689745,355.069586,395.2373103,412.7888643
Alternaria atra,36.32142617,4.13494851,89.11978872,44.41420077,36.77665269,21.73270089,5.997726567,0,21.05834848,14.59856084,8.676762486,0,29.78587185,11.79809798,29.49194616,5.066690796,0,0,0,0,3.009492319,0,0,0,21.30576098,10.64103713,1.525401825,2.825343496,0,0,26.71989863,9.003622964,0,0,0,1.463790299
Alternaria rosae,114.7757067,135.0749846,12.33966305,85.12721813,53.12183166,5.795386903,19.49261134,24.19981034,2.807779797,0,8.676762486,2.652213994,47.65739495,56.04096541,34.14856923,0,2.87925658,11.55221168,24.82689541,0,1.50474616,1.505949725,0,10.96103658,0,12.16118529,0,0,0,0,16.03193918,0,5.626323585,0,0,0
Amblyraja radiata,0,0,10.96858938,2.467455598,10.89678598,7.244233629,2.998863283,9.899922411,14.03889899,10.21899259,5.784508324,58.34870787,1.489293592,20.64667147,15.52207692,31.66681747,23.03405264,18.77234397,5.84162245,5.742818721,6.018984639,9.035698353,13.87280776,27.40259144,3.04368014,1.520148161,19.83022373,28.25343496,21.30654389,30.90343657,4.007984794,1.286231852,49.23033137,56.27517967,27.25774554,35.13096717
Amblyteles armatorius,14.52857047,44.10611744,45.2454312,40.71301737,17.70727722,23.18154761,5.997726567,4.399965516,5.615559595,27.73726559,10.12288957,6.630534985,5.957174369,11.79809798,27.93973846,5.066690796,15.83591119,11.55221168,5.84162245,33.02120764,16.55220776,0,2.774561552,2.740259144,10.65288049,3.040296323,12.2032146,14.12671748,5.326635972,3.862929571,0,55.30796964,2.813161793,0,2.725774554,0
Amphimedon queenslandica,20.33999866,13.7831617,16.45288407,7.402366794,10.89678598,17.38616071,17.9931797,27.49978447,22.46223838,2.919712167,23.1380333,42.43542391,23.82869748,50.14191642,21.73090769,21.53343588,37.43033553,40.43274086,43.81216837,34.45691232,40.62814631,39.15469286,30.52017707,36.99349845,27.39312126,6.080592646,32.03343833,50.85618292,55.9296777,41.2045821,5.343979725,15.43478222,43.60400779,26.7977046,25.89485826,32.20338657
Amphipoea oculea,47.94428254,60.64591147,30.1636208,51.81656756,98.07107383,114.4588913,160.4391857,128.6989913,64.57893534,86.13150894,95.44438734,82.21863382,281.4764889,197.6181412,100.8935,159.6007601,195.7894474,158.8429105,385.5470817,142.1347633,297.9397396,429.1956718,294.1035245,675.473879,648.3038699,246.2640022,125.0829497,72.04625914,134.4975583,146.7913237,76.15171108,81.03260667,104.0869863,121.929556,88.58767301,121.4945948
Amphiprion ocellaris,82.81285167,99.23876423,83.63549403,51.81656756,147.1066107,81.13541665,107.9590782,96.79924135,95.46451311,46.71539468,86.76762486,236.0470455,105.7398451,187.2948054,91.58025385,140.6006696,123.8080329,184.8353868,150.4217781,77.52805273,81.25629262,143.0652239,460.5772176,157.5649008,66.96096309,79.0477044,74.74468944,429.4522114,272.9900935,392.7311731,364.7266162,104.18478,248.9648186,274.6764722,402.0517467,250.3081411
Amphipyra berbera,2112.454146,1121.949362,649.8889208,1328.72484,1789.797097,809.9053198,2001.741242,3649.771395,1510.585531,1251.096664,1388.281998,1003.862997,4289.165546,3184.011693,2612.365546,1115.938648,1492.894537,1949.43572,2244.643426,773.8448226,1286.557967,1588.77696,1176.414098,2763.551347,3474.36088,2404.874391,712.3626524,515.625188,878.8949353,506.0437739,1297.251078,464.3296986,347.4254814,384.5470611,452.478576,471.3404762
Amphipyra tragopoginis,286.2128382,220.5305872,695.134352,252.9141988,286.040632,450.5913317,367.3607522,250.7980344,244.2768424,670.0739424,321.040212,255.9386504,531.6778124,386.3877089,493.6020462,1497.20713,1966.532244,1123.452585,305.224773,433.5828134,604.9079562,1658.050648,1585.661927,1353.688017,368.285297,354.1945216,356.9440271,192.1233577,198.4171899,200.8723377,313.9588089,243.09782,317.8872826,329.6117666,213.9733025,163.9445135
Anabas testudineus,233.9099845,432.7912773,213.8874929,362.7159729,296.937418,211.531622,214.4187248,281.597793,269.5468605,143.0658962,185.1042664,362.0272102,321.6874159,324.4476945,232.8311539,410.4019544,545.6191218,368.2267472,457.1069567,262.7339565,343.0821244,365.9457833,296.8780861,313.759672,173.489768,180.8976312,359.9948308,378.5960284,388.8444259,499.6055579,239.1430927,398.7318741,303.8214736,289.4152097,308.0125246,349.8458814
Ananas comosus,27.60428389,63.40254381,19.19503142,32.07692277,16.34517897,28.97693452,17.9931797,23.09981896,2.807779797,40.87597034,28.92254162,46.4137449,26.80728466,33.91953169,27.93973846,64.60030764,56.1455033,56.31703192,81.78271429,81.83516677,55.67560791,52.70824039,58.26579259,93.1688109,10.65288049,21.28207426,28.98263468,56.50686992,94.54778849,66.95744591,34.73586821,41.15941926,73.14220661,75.03357289,32.70929465,55.62403135
Anas platyrhynchos,13.07571342,64.78085998,52.10079956,53.05029536,74.91540362,62.30040921,97.46305671,62.6995086,63.17504544,84.67165285,59.29121032,161.7850536,80.42185398,79.63716137,71.40155385,84.86707083,119.4891481,90.97366694,96.38677042,91.88509953,94.79900806,505.9991078,3095.023411,228.8116385,62.39544288,170.2565941,210.5054519,1123.07404,703.1159482,1232.274533,2685.349812,325.4166586,253.1845613,485.0384533,1327.452208,159.5531426
Ancistrocerus nigricornis,14.52857047,59.2675953,43.87435752,48.11538416,23.15567021,27.52808779,23.99090627,29.69976723,44.92447676,21.89784125,80.98311653,23.86992595,7.446467961,11.79809798,17.07428462,39.26685367,33.11145067,46.2088467,29.20811225,7.178523401,28.59017703,13.55354753,18.03465009,23.29220273,12.17472056,3.040296323,36.60964381,14.12671748,18.6432259,16.73936148,12.02395438,83.60507038,2.813161793,10.71908184,8.177323662,8.782741793
Andrena dorsata,595.6713892,522.3818284,86.37764138,914.1922991,235.6429968,134.7427455,106.4596466,81.39936205,60.36726564,64.23366768,69.41409989,91.5013828,400.6199763,185.8200432,195.5781692,108.9338521,182.8327928,118.4101697,167.9466454,44.50684509,70.7230695,36.14279341,63.8149157,130.1623093,140.0092865,185.4580757,302.0295614,56.50686992,107.8643784,84.98445057,92.18365026,75.88767927,54.85665496,56.27517967,40.88661831,73.18951494
Andrena fulva,27.60428389,38.59285276,42.50328385,33.31065057,49.03553692,31.87462797,80.96930865,42.89966378,53.34781615,39.41611426,56.39895616,72.93588484,75.95397321,50.14191642,58.98389231,49.40023526,47.50773356,75.08937589,48.19338521,45.94254977,27.08543087,31.62494423,24.97105397,60.28570117,59.35176274,33.44325955,38.13504563,38.14213719,29.29649784,37.34165252,68.1357415,20.57970963,36.5711033,33.49713076,20.44330916,29.27580598
Andrena haemorrhoa,1111.435641,727.7509377,86.37764138,678.5502895,399.0947866,146.3335193,250.4050842,218.8982844,124.946201,99.27021369,133.0436914,116.6974157,402.1092699,225.6386239,389.6041308,96.26712512,136.7646875,122.7422491,319.8288291,74.65664337,100.8179927,106.9224305,181.7337817,71.24673775,248.0599314,1137.070825,919.8173006,57.91954166,77.23622159,96.57323929,468.9342209,66.8840563,122.372538,146.0474901,96.76499667,106.8566918
Andrena hattorfiana,31.96285503,71.67244083,87.74871505,108.5680463,128.0372353,63.74925594,73.47215044,75.89940515,119.3306414,55.47453118,107.013404,88.8491688,78.93256039,91.43525935,91.58025385,46.86688986,57.58513159,76.53340235,56.95581888,73.22093869,66.20883103,46.68444149,66.58947725,56.17531246,100.4414446,82.08800072,62.54147484,42.38015244,45.27640576,27.040507,88.17566547,122.1920259,23.91187524,28.13758983,46.33816742,16.10169329
Anneissia japonica,23.24571275,2.75663234,10.96858938,24.67455598,49.03553692,33.3234747,20.99204298,15.39987931,11.23111919,10.21899259,20.24577913,23.86992595,11.91434874,22.12143371,17.07428462,34.20016287,53.26624672,31.76858211,39.43095153,74.65664337,150.474616,162.6425703,98.4969351,97.27919962,24.34944112,28.88281507,112.8797351,70.6335874,19.97488489,33.47872295,16.03193918,78.46014297,15.47238986,13.3988523,21.80619643,11.71032239
